,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,Price
9083,4.1169,23.0,5.544304,1.0520394,1679.0,2.3614628,33.81,-118.31,3.626
9084,2.5444,30.0,4.8479533,1.0163742,3668.0,4.2900586,37.79,-122.28,2.75
9085,3.2813,47.0,5.4857144,1.2634921,1178.0,3.7396824,37.74,-122.41,2.296
9086,2.7137,17.0,5.6392293,1.0542908,3266.0,2.859895,39.15,-121.99,0.72
9087,5.1506,20.0,6.2017274,1.0906848,3083.0,1.9019125,36.55,-121.87,3.875
9088,5.9181,24.0,5.7,1.034375,1049.0,3.278125,34.27,-119.16,2.211
9089,6.2788,26.0,6.5810475,0.9426434,1191.0,2.970075,34.25,-118.54,3.222
9090,3.1354,26.0,4.394612,1.0792392,1560.0,2.4722662,33.96,-118.35,1.643
9091,3.5,33.0,4.48,1.04,843.0,4.215,33.84,-118.29,1.83
9092,6.7232,5.0,7.437811,1.1691543,555.0,2.761194,38.07,-122.55,3.45
9093,3.8125,35.0,4.902985,0.880597,328.0,2.4477613,37.62,-122.04,2.042
9094,7.7197,16.0,17.5,1.75,17.0,4.25,33.97,-118.43,5.00001
9095,2.6458,50.0,3.2091837,0.9591837,742.0,3.7857144,37.79,-122.25,1.25
9096,5.1408,36.0,4.123037,0.9921466,1036.0,2.7120419,37.4,-122.09,2.647
9097,7.2634,12.0,7.133034,1.0189338,5781.0,2.8804185,37.77,-122.06,3.416
9098,2.2723,36.0,5.0711613,0.96629214,771.0,2.8876405,38.67,-121.37,0.788
9099,5.9499,25.0,5.1342754,0.9575972,695.0,2.4558303,33.92,-118.4,3.458
9100,2.7083,52.0,4.952381,0.9746032,757.0,2.4031746,32.72,-117.13,1.991
9101,1.7604,32.0,4.3846154,1.1301775,623.0,3.6863906,32.81,-115.37,0.686
9102,9.802,8.0,6.9180326,1.1475409,375.0,2.0491803,33.62,-117.87,5.00001
9103,1.5208,28.0,4.4259543,1.1526718,2406.0,3.6732824,34.1,-117.31,0.695
9104,10.1241,34.0,7.010667,0.984,966.0,2.576,33.8,-118.36,5.00001
9105,5.4171,52.0,6.7647057,1.0751634,722.0,2.359477,37.89,-122.28,2.92
9106,3.625,36.0,6.569061,1.3149171,957.0,2.6436465,38.18,-122.8,2.531
9107,2.2847,26.0,6.0014205,1.2585227,1795.0,2.549716,35.28,-120.69,2.47
9108,2.0292,18.0,4.4027505,1.0687623,1521.0,2.988212,35.11,-120.62,1.558
9109,3.7794,39.0,4.0855017,0.97769517,787.0,2.9256506,34.04,-118.15,1.946
9110,3.6597,29.0,5.8433733,1.0150602,1070.0,3.2228916,37.45,-120.89,1.456
9111,4.5208,19.0,5.4850745,1.1791044,597.0,4.455224,37.33,-121.85,1.881
9112,7.7307,34.0,6.619529,1.074074,980.0,3.2996633,34.13,-118.02,4.29
9113,4.0667,35.0,5.1091313,0.9153675,1054.0,2.3474388,37.33,-121.96,2.769
9114,3.8792,22.0,4.7152543,1.1457627,810.0,2.7457628,33.8,-118.07,2.182
9115,5.2923,5.0,4.3633804,1.0647887,735.0,2.0704226,33.7,-117.8,1.94
9116,2.6384,16.0,4.5273037,1.0341297,1693.0,2.8890786,38.46,-122.75,1.469
9117,3.2228,28.0,3.5800416,1.1143451,1161.0,2.4137213,34.03,-118.39,2.325
9118,3.3125,43.0,4.1666665,0.9166667,273.0,2.275,37.69,-122.09,1.5
9119,5.4011,15.0,5.385744,1.702306,785.0,1.6457024,33.75,-118.11,3.464
9120,4.9464,26.0,5.6896553,0.97877985,1285.0,3.408488,37.54,-122.04,2.238
9121,2.5,12.0,3.6512525,1.1560694,983.0,1.894027,37.92,-122.31,1.958
9122,2.137,37.0,3.8529413,1.157563,1967.0,4.132353,33.79,-118.19,1.266
9123,4.5721,22.0,4.56314,1.0955632,2206.0,2.50967,37.33,-122.04,3.512
9124,3.5066,52.0,5.0139213,1.2621809,904.0,2.0974479,37.79,-122.41,3.5
9125,3.175,11.0,5.476415,1.0825472,1373.0,3.2382076,38.4,-121.35,0.944
9126,3.3153,36.0,6.1006713,1.0838926,953.0,3.1979866,38.25,-122.06,0.99
9127,5.5,10.0,5.8371468,1.0767161,1813.0,2.4401076,37.67,-121.87,2.472
9128,5.828,27.0,6.090909,0.99636364,785.0,2.8545454,34.06,-118.16,3.011
9129,2.0658,30.0,5.4619045,1.2380953,1219.0,5.804762,33.93,-118.23,0.932
9130,3.0625,32.0,3.9303482,0.9900498,1196.0,5.9502487,33.75,-117.92,1.428
9131,1.6579,32.0,5.4491525,1.148305,694.0,2.940678,40.45,-122.3,0.685
9132,3.0495,16.0,5.4138727,1.0739884,3073.0,3.552601,32.59,-117.05,0.983
9133,2.3844,13.0,5.3333335,1.0207156,1065.0,2.0056498,33.22,-117.28,0.986
9134,4.7639,26.0,4.740668,1.005894,2867.0,5.632613,33.73,-117.91,1.799
9135,1.7257,39.0,5.0683546,1.0531646,1166.0,2.9518988,37.93,-122.35,0.915
9136,1.0714,27.0,2.964539,1.1560284,332.0,2.35461,36.19,-119.33,0.638
9137,8.19,20.0,8.2401705,1.0371945,3094.0,3.2879915,37.23,-121.89,3.616
9138,2.0583,34.0,4.5261045,1.1044177,971.0,3.8995984,34.12,-117.3,0.648
9139,3.1071,18.0,5.657534,1.2054795,711.0,2.4349315,39.32,-123.7,2.132
9140,3.1429,20.0,15.015152,2.7121212,308.0,2.3333333,38.26,-122.96,2.409
9141,3.1779,16.0,4.6361656,0.9607843,1860.0,4.0522876,38.04,-121.29,0.973
9142,2.8616,47.0,6.40367,1.1651376,630.0,2.8899083,38.29,-121.54,0.925
9143,3.6429,25.0,4.3042326,0.99206346,735.0,1.9444444,32.79,-117.25,3.171
9144,4.6827,19.0,5.1032863,1.0657277,998.0,2.342723,37.26,-121.97,2.551
9145,1.2,20.0,4.625,1.375,34.0,4.25,35.32,-119.04,0.5
9146,3.087,20.0,9.787356,1.6896552,409.0,2.3505747,39.2,-120.1,1.969
9147,2.7165,50.0,3.321966,1.0982949,1475.0,1.4794383,37.79,-122.43,5.00001
9148,3.1,17.0,4.846512,0.9767442,650.0,3.0232558,32.8,-117.01,0.842
9149,4.0446,40.0,5.608392,1.0419581,445.0,3.1118882,37.37,-121.82,1.963
9150,2.0062,29.0,3.6813188,1.1758242,202.0,2.2197802,37.81,-122.26,1.25
9151,6.9405,17.0,7.1666665,1.0096154,992.0,3.1794872,36.88,-119.71,1.652
9152,4.3542,32.0,7.1221867,1.1286174,771.0,2.4790998,33.95,-117.37,1.426
9153,6.8474,9.0,6.35,0.99444443,647.0,3.5944445,34.15,-118.8,3.567
9154,7.6917,32.0,7.179842,1.0039526,1393.0,2.7529645,37.88,-122.17,4.018
9155,4.4033,15.0,6.885207,1.0934911,2324.0,2.7502959,35.13,-120.56,2.676
9156,6.8407,25.0,7.1115537,0.98804784,750.0,2.9880478,33.83,-117.88,2.667
9157,1.51,30.0,2.4884815,1.1499765,4123.0,1.9384109,34.1,-118.33,1.875
9158,5.5255,40.0,5.0162163,1.0108109,521.0,2.8162162,33.92,-118.37,2.427
9159,2.8478,31.0,3.7401812,1.0211481,605.0,1.8277946,34.15,-118.25,2.281
9160,2.5417,43.0,4.659483,1.0969827,1208.0,2.6034484,36.97,-122.01,2.609
9161,4.0616,13.0,5.1578946,1.0197369,2814.0,3.7026315,32.59,-117.06,1.488
9162,5.1337,13.0,4.948052,0.9285714,940.0,3.051948,38.02,-121.93,1.548
9163,2.0804,42.0,4.2941175,1.117647,1206.0,2.0268908,37.84,-122.26,2.267
9164,2.8202,52.0,4.330097,1.1531823,2070.0,2.2330098,37.78,-122.43,4.429
9165,2.6771,23.0,3.7484536,1.0762887,958.0,1.9752578,33.74,-117.83,1.315
9166,3.0804,14.0,6.1622806,1.1798246,660.0,2.8947368,39.11,-121.22,1.568
9167,2.2946,18.0,6.100271,1.3821138,1032.0,2.796748,39.17,-123.54,1.01
9168,2.1602,31.0,3.0842392,0.96467394,1717.0,4.665761,34.05,-118.01,1.617
9169,6.3467,44.0,6.9940653,1.0148368,891.0,2.6439168,34.18,-118.12,3.527
9170,4.5402,34.0,6.441791,1.0925373,1046.0,3.1223881,32.84,-117.21,1.821
9171,2.2094,20.0,2.165249,1.0886999,1749.0,2.1251519,34.06,-118.3,0.75
9172,3.4701,12.0,4.917857,1.0607142,2272.0,2.704762,32.65,-117.07,2.049
9173,4.3125,52.0,4.242424,1.0192838,1136.0,3.1294765,37.74,-122.42,2.43
9174,5.9806,15.0,6.0945945,1.1452702,673.0,2.2736487,32.94,-117.25,3.705
9175,1.4821,20.0,6.36,1.8488889,570.0,2.5333333,36.57,-118.65,1.433
9176,1.4617,25.0,3.3417087,1.0670017,743.0,1.2445561,33.76,-118.08,0.469
9177,1.7159,49.0,4.4917355,0.99380165,1861.0,3.8450413,33.99,-118.28,0.95
9178,4.2667,32.0,3.633015,0.9017735,1403.0,1.9140519,37.46,-122.16,4.102
9179,5.0838,20.0,6.116038,1.0075471,3526.0,3.326415,37.54,-122.06,2.482
9180,3.45,52.0,5.573913,1.1391305,910.0,2.6376812,38.23,-122.65,2.006
9181,2.7917,34.0,4.4366927,1.0155039,1224.0,3.1627908,38.55,-121.73,1.308
9182,2.3611,41.0,4.561001,1.0834203,2387.0,2.489051,38.74,-121.3,0.879
9183,2.3375,30.0,3.3716815,1.0088495,840.0,3.716814,34.29,-118.45,1.542
9184,6.0332,19.0,7.062963,1.1962963,681.0,2.5222223,36.62,-121.69,2.449
9185,2.9792,37.0,5.3937283,1.1428572,863.0,3.0069687,38.73,-122.95,1.513
9186,2.9936,12.0,5.5,1.0742972,1859.0,3.7329316,36.31,-119.68,0.606
9187,2.6384,47.0,3.7361565,0.9674267,1097.0,3.5732899,33.97,-118.22,1.629
9188,4.4539,28.0,4.889417,1.0237812,3211.0,3.8180737,33.83,-118.26,1.922
9189,8.0082,16.0,7.7905283,1.0291439,1642.0,2.9908926,33.57,-117.66,2.866
9190,2.6333,41.0,3.7242267,1.0567011,1052.0,2.7113402,34.29,-119.3,1.708
9191,3.475,6.0,6.352941,1.0588236,43.0,2.5294118,33.53,-117.19,1.875
9192,2.2768,52.0,4.9530687,0.98736465,1479.0,2.669675,37.77,-122.18,0.962
9193,3.6434,51.0,4.6006007,1.099099,669.0,2.0090091,34.09,-118.26,2.788
9194,1.625,20.0,6.034483,1.637931,119.0,2.0517242,34.55,-114.94,0.5
9195,2.9306,23.0,5.6296296,1.324074,281.0,2.601852,39.74,-123.15,0.7
9196,3.5313,39.0,5.6601944,1.0776699,640.0,3.106796,33.9,-118.36,2.304
9197,3.682,32.0,5.4531946,1.1367013,1986.0,2.950966,34.69,-118.13,1.088
9198,2.25,25.0,4.1374044,1.2290076,442.0,3.3740458,34.04,-118.37,3.333
9199,6.2488,16.0,5.4615383,0.9031339,1324.0,3.7720797,33.71,-117.9,2.52
9200,4.0495,12.0,5.214781,1.0531178,1147.0,2.6489608,33.14,-117.13,1.539
9201,5.8548,7.0,6.444206,1.0815451,1143.0,2.4527898,34.14,-118.79,5.00001
9202,8.6572,20.0,8.130435,1.0271739,1105.0,3.0027175,38.58,-121.35,3.202
9203,3.7175,17.0,6.606914,1.0896287,2344.0,3.0012803,33.73,-116.94,1.2
9204,3.9741,15.0,6.6456523,1.1086956,1154.0,2.5086956,34.06,-117.14,1.411
9205,1.8575,27.0,4.2476635,1.0724299,1182.0,2.7616823,38.12,-121.26,0.738
9206,2.0833,42.0,4.914583,1.05,1131.0,2.35625,37.64,-120.97,0.955
9207,6.4266,5.0,6.7302847,1.0306085,9427.0,3.3946705,34.02,-117.79,3.156
9208,5.0,18.0,5.669413,1.0350155,2641.0,2.7198765,37.56,-121.99,2.697
9209,2.9952,44.0,5.534296,1.055355,2140.0,2.5752106,35.13,-119.47,0.638
9210,3.6818,36.0,5.258333,0.99722224,797.0,2.213889,37.33,-121.94,2.576
9211,6.6447,20.0,6.1709404,1.0213675,2757.0,2.9455128,33.77,-118.31,4.168
9212,3.4016,23.0,3.5763159,1.1263158,770.0,2.0263157,34.16,-118.33,2.346
9213,3.5083,14.0,4.2429576,1.0715963,1924.0,2.258216,34.19,-118.3,2.809
9214,3.6946,17.0,3.9053397,1.1201457,1701.0,2.0643203,33.89,-117.88,2.655
9215,4.4583,22.0,6.246875,1.296875,967.0,3.021875,37.85,-121.64,2.539
9216,8.5407,22.0,7.366848,0.95652175,1305.0,3.5461957,33.81,-118.07,3.988
9217,2.9184,12.0,4.4803,1.0150094,4601.0,4.316135,36.32,-121.25,1.005
9218,3.5667,28.0,4.6163435,1.0415512,2026.0,2.8060942,33.88,-117.87,1.907
9219,6.5412,12.0,6.889952,0.97129184,1381.0,3.3038278,32.81,-117.04,2.542
9220,3.6025,15.0,5.121305,1.0112131,3208.0,3.2701325,34.08,-117.44,1.164
9221,5.2227,18.0,5.5521474,0.9355828,1189.0,3.6472392,33.85,-117.82,2.135
9222,4.0,13.0,4.935185,0.9837963,1345.0,3.113426,32.68,-117.04,0.893
9223,2.1411,10.0,10.529501,2.2496219,1130.0,1.7095311,33.79,-116.46,1.364
9224,6.8667,24.0,7.321739,1.0086956,781.0,3.395652,33.6,-117.66,2.796
9225,3.2222,6.0,4.821429,1.0324675,894.0,2.9025974,38.54,-121.96,1.396
9226,4.5278,44.0,4.032051,0.8397436,326.0,2.0897436,34.03,-118.42,3.743
9227,2.1985,17.0,5.154206,1.1168225,1140.0,2.6635513,38.9,-123.69,0.953
9228,4.0052,30.0,4.2377357,1.036478,2032.0,2.555975,34.13,-118.2,1.964
9229,2.1927,29.0,2.9446461,1.0798548,3906.0,3.5444646,34.09,-118.3,2.533
9230,1.8,10.0,6.695473,1.8786008,923.0,1.899177,33.94,-116.48,0.81
9231,2.2222,17.0,3.860465,1.0959302,762.0,2.2151163,33.65,-117.91,2.768
9232,2.7736,20.0,7.5446925,1.6005586,892.0,2.49162,40.85,-122.45,1.078
9233,3.2708,43.0,5.3304095,1.0467836,1065.0,3.1140351,33.95,-118.31,1.31
9234,4.4063,32.0,4.6877933,1.0023475,944.0,2.2159624,33.62,-117.91,5.00001
9235,4.106,10.0,5.781801,1.0807799,2909.0,2.7010214,38.55,-121.55,1.159
9236,3.9408,34.0,4.4020357,1.086514,1008.0,2.5648854,33.8,-118.34,3.277
9237,5.136,15.0,9.466666,1.3777778,133.0,2.9555554,33.52,-117.55,4.474
9238,4.0119,26.0,7.12,1.4,293.0,2.93,38.92,-122.77,1.194
9239,2.3583,21.0,5.206897,1.2727273,789.0,2.4733543,38.77,-120.58,1.087
9240,2.6818,39.0,4.0328946,1.0328947,1528.0,3.3508773,37.32,-121.87,1.849
9241,3.9732,35.0,6.082857,1.0914285,1044.0,2.9828572,32.8,-117.13,1.749
9242,2.3636,32.0,3.633947,1.0961145,1684.0,3.4437628,34.07,-118.28,1.9
9243,4.69,36.0,6.4058824,1.0705882,535.0,3.1470587,37.25,-121.93,2.526
9244,3.2794,16.0,5.4054055,1.0926641,1267.0,2.445946,32.86,-117.21,1.486
9245,4.4034,5.0,6.4278297,1.0311526,3615.0,3.753894,34.09,-117.4,1.332
9246,5.0044,38.0,6.0251575,1.2720126,1332.0,2.0943396,33.48,-117.76,3.812
9247,2.5707,38.0,5.511494,1.045977,745.0,2.1408045,38.35,-122.0,1.26
9248,4.25,44.0,4.5927153,0.92715234,984.0,3.2582781,33.8,-118.21,1.431
9249,2.964,14.0,5.8175673,1.1081082,3136.0,3.0270271,33.75,-116.93,1.215
9250,2.2788,38.0,4.4292035,1.0088495,597.0,2.641593,38.67,-121.38,0.734
9251,4.9219,35.0,6.9302325,1.1686046,535.0,3.110465,37.98,-122.0,1.82
9252,6.6012,6.0,7.465098,1.1121569,4413.0,3.4611764,32.99,-117.04,3.149
9253,1.6645,20.0,5.6718144,1.1698842,1031.0,3.980695,36.35,-119.42,0.48
9254,10.9508,52.0,6.96139,0.992278,683.0,2.6370656,37.46,-122.15,5.00001
9255,5.305,5.0,5.562096,1.1177316,4768.0,3.4228284,34.4,-118.52,3.112
9256,7.6245,21.0,6.6638227,0.99488056,1528.0,2.6075084,36.55,-121.7,3.366
9257,3.7303,32.0,4.3157897,1.0526316,1376.0,2.586466,33.78,-117.95,1.885
9258,7.723,36.0,6.343899,1.0253565,1337.0,2.118859,34.13,-118.16,5.00001
9259,2.3062,34.0,4.414815,1.1185185,2073.0,3.838889,34.17,-118.14,1.58
9260,2.0878,16.0,5.2770643,1.0568807,1859.0,3.411009,33.77,-117.27,1.013
9261,3.7292,37.0,7.661017,1.8474576,184.0,3.118644,34.13,-116.27,0.658
9262,2.5437,43.0,4.662614,1.1671733,1231.0,3.7416413,33.99,-118.3,0.945
9263,1.4653,38.0,3.383495,1.0097088,749.0,3.6359224,34.01,-118.26,1.188
9264,5.0594,41.0,5.8519855,1.0072203,756.0,2.7292418,33.92,-118.42,3.46
9265,3.3036,52.0,8.725,1.475,121.0,3.025,37.7,-121.04,1.975
9266,3.0465,32.0,4.064767,1.0932642,835.0,2.1632125,33.87,-117.89,1.489
9267,2.1182,40.0,3.7936509,1.0349207,1135.0,3.6031747,36.7,-119.56,0.589
9268,1.4766,36.0,4.1643834,0.98630136,842.0,3.844749,36.76,-119.74,0.528
9269,3.1776,16.0,5.892911,1.0120664,1759.0,2.653092,33.15,-117.13,1.726
9270,1.755,47.0,4.5167174,1.0182371,765.0,2.325228,40.8,-124.15,0.741
9271,3.1509,19.0,4.008557,1.0536224,3759.0,2.144324,37.28,-121.95,2.429
9272,2.7546,40.0,3.421594,0.9614396,1276.0,3.2802057,37.32,-121.88,1.725
9273,3.3625,19.0,9.681081,1.9837838,327.0,1.7675675,33.28,-116.32,1.0
9274,1.5273,46.0,4.7640653,1.076225,1368.0,2.4827585,36.75,-119.8,0.59
9275,3.428,15.0,5.572317,1.0015552,2183.0,3.3950233,38.02,-121.35,1.407
9276,3.9489,21.0,4.753794,1.0927488,1435.0,2.4198987,34.04,-118.45,3.602
9277,2.0,44.0,5.0533333,1.0444444,747.0,3.32,33.92,-118.25,0.926
9278,8.05,22.0,7.0691147,1.036717,1151.0,2.4859612,38.59,-121.34,3.8
9279,5.359,16.0,8.116279,1.7209302,120.0,2.7906976,32.97,-116.67,1.938
9280,2.3056,36.0,5.2686567,0.9701493,792.0,2.9552238,38.14,-122.23,0.904
9281,5.8178,27.0,5.7521367,0.954416,1020.0,2.905983,37.27,-121.88,2.674
9282,4.6336,2.0,4.9607844,1.1019608,1066.0,2.0901961,33.58,-117.71,1.875
9283,2.9621,52.0,3.9790795,1.0209205,848.0,1.7740586,34.08,-118.36,1.75
9284,6.8145,9.0,9.263598,1.0711297,848.0,3.5481172,37.95,-122.0,3.392
9285,1.3333,30.0,8.571428,2.1587303,122.0,1.9365079,34.22,-115.52,0.425
9286,6.01,43.0,5.1009617,1.0,514.0,2.4711537,34.23,-118.24,2.542
9287,2.7562,29.0,4.5296392,1.0399485,3572.0,4.6030927,37.35,-121.85,1.601
9288,5.4939,20.0,6.2158155,1.0280066,1965.0,3.2372322,37.25,-121.85,2.412
9289,3.7184,42.0,4.781321,1.0888382,1935.0,2.2038724,34.1,-118.25,2.773
9290,2.3787,21.0,4.565341,1.0113636,834.0,2.3693182,38.29,-122.32,1.779
9291,3.4861,30.0,5.1337323,1.0399202,1564.0,3.1217566,33.94,-118.03,1.772
9292,4.0439,27.0,4.9875,1.115,1417.0,1.77125,34.14,-118.42,5.00001
9293,5.785,25.0,5.571853,0.98909813,2537.0,2.5143707,33.85,-118.37,3.953
9294,4.6852,34.0,5.332599,1.0462555,1232.0,2.7136564,34.23,-118.25,2.962
9295,1.9907,17.0,4.341654,1.0577223,2566.0,4.00312,35.2,-118.85,0.512
9296,2.2903,13.0,4.0175,1.0875,983.0,2.4575,32.6,-117.07,1.063
9297,3.6815,17.0,4.7658644,1.0437636,1077.0,2.356674,33.82,-118.03,2.453
9298,2.3661,37.0,7.923567,1.5732484,484.0,3.0828025,39.01,-121.47,0.775
9299,3.4327,52.0,5.1267605,1.1338028,313.0,2.2042253,36.62,-121.92,2.545
9300,3.053,50.0,5.12,1.5155555,519.0,2.3066666,33.52,-117.8,5.00001
9301,5.6022,31.0,6.2197127,1.026694,1236.0,2.5379877,38.04,-122.2,1.97
9302,3.0833,39.0,5.7152777,1.0138888,329.0,2.2847223,38.61,-121.37,1.141
9303,4.2308,19.0,5.6363635,1.0526316,1291.0,3.0885167,33.75,-118.3,4.161
9304,1.8814,43.0,3.8662207,0.97324413,1074.0,3.5919733,33.95,-118.27,0.949
9305,1.7237,36.0,4.510917,1.1659389,1112.0,4.855895,34.0,-118.25,1.058
9306,2.6875,17.0,4.518182,0.9418182,1139.0,2.070909,37.62,-122.08,1.573
9307,2.7011,8.0,4.29199,1.0400517,1694.0,2.1886306,38.66,-121.35,1.307
9308,6.7919,19.0,7.3779817,1.0220183,1872.0,3.4348624,33.73,-117.93,2.956
9309,1.3993,28.0,4.8067093,1.115016,1200.0,1.916933,34.03,-117.05,1.046
9310,1.4427,43.0,4.520513,0.99743587,1623.0,4.1615386,36.72,-119.77,0.477
9311,3.5556,33.0,4.95186,1.1181619,1626.0,3.557987,33.93,-118.08,1.728
9312,3.1176,10.0,5.2144523,1.0582751,1255.0,2.925408,38.25,-122.02,1.265
9313,0.696,52.0,5.3333335,1.5925926,272.0,5.037037,37.95,-121.29,0.425
9314,2.4559,28.0,4.6815286,1.0700637,811.0,2.5828025,40.89,-124.01,0.756
9315,3.6806,29.0,4.709821,1.0267857,1890.0,4.21875,34.13,-117.98,1.305
9316,3.5347,36.0,4.1766915,1.0338346,1333.0,5.011278,34.27,-118.44,1.581
9317,1.7774,23.0,3.636899,1.0853778,3785.0,3.7144258,38.0,-121.3,1.0
9318,4.6793,14.0,5.8333335,1.12,852.0,2.84,33.68,-117.78,2.368
9319,4.0185,22.0,4.9109793,1.0207715,1807.0,2.6810088,33.83,-117.97,2.009
9320,4.6985,12.0,5.702055,1.0273973,1577.0,2.7003424,34.27,-118.8,2.641
9321,5.2888,32.0,5.951673,0.9981413,1316.0,2.4460967,34.44,-119.67,4.638
9322,1.9309,23.0,2.9268293,1.1162124,2235.0,3.2065997,34.06,-118.29,2.333
9323,3.9732,41.0,4.814189,0.9628378,838.0,2.8310812,34.03,-118.37,1.884
9324,1.7308,26.0,4.929471,1.0806046,945.0,2.3803527,39.52,-121.56,0.536
9325,2.0227,20.0,7.5524864,1.5690608,429.0,2.3701658,41.82,-120.48,0.475
9326,1.9891,26.0,4.6067038,1.2793297,1703.0,1.9027933,33.19,-117.38,5.0
9327,3.663,5.0,5.1585364,1.2134147,814.0,2.4817073,37.72,-122.17,1.583
9328,2.4952,14.0,5.708609,1.0430464,939.0,3.1092715,39.47,-121.54,0.539
9329,4.1301,52.0,5.6962304,1.0731708,1030.0,2.2838137,33.83,-118.18,2.684
9330,4.0337,23.0,6.0944204,1.0536481,1586.0,3.4034336,38.16,-122.26,1.304
9331,5.5379,42.0,5.6895423,0.9836601,723.0,2.362745,37.92,-122.53,4.105
9332,3.6563,13.0,5.563246,1.1073985,1110.0,2.6491647,39.17,-120.93,1.649
9333,5.2405,36.0,6.335,0.955,640.0,3.2,34.09,-117.87,2.2
9334,3.0192,19.0,4.9178886,1.0249267,1948.0,2.856305,32.79,-116.93,1.423
9335,1.8715,34.0,2.9421158,1.01996,1962.0,3.9161677,34.02,-118.16,1.396
9336,3.5147,28.0,5.1195374,1.0951157,1582.0,2.0334191,36.63,-121.93,3.139
9337,6.9014,21.0,8.379576,1.0655106,1680.0,3.2369943,33.77,-117.79,4.39
9338,3.7344,46.0,4.8177676,1.0546697,1133.0,2.5808656,34.19,-118.33,2.22
9339,2.625,47.0,4.9638553,1.3433735,533.0,3.2108433,37.74,-122.16,0.982
9340,8.2954,37.0,6.6066065,1.0435436,1521.0,2.2837837,34.13,-118.43,5.00001
9341,1.3903,26.0,4.5015774,1.2176657,974.0,3.0725553,33.2,-117.38,1.844
9342,1.425,43.0,4.0666666,0.8666667,176.0,2.9333334,37.63,-120.94,0.694
9343,7.0565,32.0,7.2125,0.940625,967.0,3.021875,33.77,-117.82,3.246
9344,3.6397,33.0,4.464286,1.0504202,1672.0,3.512605,33.97,-118.11,1.666
9345,7.0842,34.0,5.5719695,1.1666666,498.0,1.8863636,33.88,-118.41,5.00001
9346,2.6145,10.0,5.1169915,1.0222842,1864.0,2.5961003,36.35,-119.62,0.803
9347,10.49,7.0,10.005874,1.1527166,2175.0,3.1938326,33.53,-117.65,5.00001
9348,5.9073,35.0,5.837341,0.9745403,1596.0,2.2574258,37.89,-122.53,4.004
9349,3.744,30.0,4.2034883,1.119186,650.0,1.8895348,32.8,-117.26,4.5
9350,10.1122,2.0,8.786655,1.2756804,3550.0,3.116769,33.57,-117.68,5.00001
9351,2.5164,30.0,4.456,1.2506666,760.0,2.0266666,36.6,-121.88,1.781
9352,3.6301,7.0,5.7666903,1.0702741,4399.0,3.0913563,33.25,-117.32,1.709
9353,1.8432,28.0,4.3027887,1.187251,524.0,2.0876493,34.44,-119.75,3.273
9354,5.1057,45.0,5.381579,0.96710527,546.0,3.5921052,33.85,-117.97,1.707
9355,3.4698,38.0,5.339286,1.0714285,598.0,2.1357143,34.16,-118.46,2.654
9356,4.7097,12.0,6.5052633,1.0736842,1048.0,2.7578948,34.56,-118.21,2.621
9357,5.4513,33.0,7.080214,1.0588236,1324.0,2.3600712,36.81,-119.81,1.433
9358,2.0221,51.0,3.9751909,1.0667939,874.0,1.667939,38.56,-121.47,0.958
9359,1.2794,33.0,4.3359685,1.0039526,627.0,2.4782608,37.11,-120.26,0.507
9360,3.0101,12.0,4.748459,1.0567201,2169.0,2.674476,34.58,-118.08,1.163
9361,7.5,8.0,6.5648856,0.9465649,1111.0,2.826972,36.85,-119.88,2.562
9362,3.6167,29.0,3.1861472,1.004329,584.0,2.5281386,33.92,-118.35,2.0
9363,6.2918,22.0,7.7469387,0.9755102,734.0,2.9959183,37.68,-121.89,3.341
9364,4.2054,23.0,5.3211007,1.0733945,320.0,2.9357798,40.67,-124.14,1.306
9365,13.2949,4.0,9.104217,1.0779634,3898.0,3.1010342,37.82,-121.89,5.00001
9366,4.2305,32.0,5.8917747,1.2359307,2541.0,5.5,33.91,-118.01,2.214
9367,11.9666,28.0,7.1392407,0.9113924,191.0,2.4177215,37.42,-122.21,5.00001
9368,1.4267,37.0,4.2918453,1.1201717,1092.0,4.686695,36.96,-120.05,0.523
9369,4.5625,46.0,4.845138,1.027611,1872.0,2.247299,37.97,-122.59,2.752
9370,6.2924,39.0,6.171779,1.0245398,1223.0,2.5010226,37.89,-122.08,2.839
9371,4.1742,44.0,5.1714287,1.0261905,892.0,2.1238096,32.78,-117.24,3.422
9372,6.2715,20.0,6.9099097,1.0585586,871.0,3.9234235,32.78,-115.57,0.972
9373,5.779,39.0,6.309255,1.047404,1183.0,2.670429,37.53,-122.32,3.871
9374,3.7232,31.0,4.3601146,1.0602583,1199.0,1.7202295,33.78,-118.13,5.00001
9375,2.3036,35.0,4.620513,1.176923,1009.0,2.5871794,37.79,-122.2,1.26
9376,2.8056,26.0,4.673684,0.95,992.0,2.6105263,40.76,-124.17,0.828
9377,1.9946,31.0,4.265993,1.074074,545.0,1.8350168,38.32,-122.27,2.068
9378,7.0935,22.0,6.349367,1.0177215,1254.0,3.1746836,33.82,-118.32,3.795
9379,2.5982,42.0,3.6528926,1.06281,1228.0,2.029752,34.09,-118.35,3.158
9380,1.7188,17.0,3.4859812,0.9953271,1595.0,3.7266355,32.8,-115.57,0.699
9381,4.6071,14.0,5.674699,1.0271084,1884.0,2.8373494,35.28,-120.7,2.399
9382,3.8239,34.0,5.2427034,1.0645162,2223.0,3.4147465,34.21,-119.19,2.082
